nibrs_code,offence_code,crimename1,crimename2,crimename3,row_count
09A,0999,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE (DESCRIBE OFFENSE),49
," -77.2213)""",,,,49
," -77.1514)""",,,,49
," -76.9819)""",,,,49
," -77.1102)""",,,,49
," -77.038)""",,,,49
," -77.2945)""",,,,49
," -76.9889)""",,,,49
," -77.1319)""",,,,48
," -77.214)""",,,,48
," -77.1448)""",,,,48
," -76.9558)""",,,,48
," -77.1944)""",,,,48
," -76.9997)""",,,,48
," -77.0154)""",,,,48
," -77.2298)""",,,,48
," -77.0288)""",,,,48
," -77.0428)""",,,,48
," -77.1765)""",,,,48
," -77.0382)""",,,,48
," -77.0023)""",,,,48
," -77.0991)""",,,,48
," -77.0337)""",,,,48
," -77.0145)""",,,,48
," -77.2236)""",,,,48
," -77.0998)""",,,,48
," -77.254)""",,,,48
," -77.1025)""",,,,48
," -77.2449)""",,,,48
," -77.0295)""",,,,48
," -77.1235)""",,,,48
," -77.0169)""",,,,48
," -76.9483)""",,,,48
," -77.283)""",,,,47
," -77.1093)""",,,,47
," -76.9582)""",,,,47
," -77.0546)""",,,,47
," -76.9529)""",,,,47
," -77.1841)""",,,,47
," -77.0155)""",,,,47
," -77.213)""",,,,47
," -77.2522)""",,,,47
," -77.2325)""",,,,47
," -77.156)""",,,,47
," -77.1757)""",,,,47
," -77.0369)""",,,,47
," -77.0126)""",,,,47
," -77.1487)""",,,,47
," -77.241)""",,,,47
," -77.2817)""",,,,47
," -76.9629)""",,,,47
," -77.2284)""",,,,47
," -76.9374)""",,,,47
," -77.1258)""",,,,47
," -77.2705)""",,,,47
," -77.0386)""",,,,47
," -77.168)""",,,,47
," -77.225)""",,,,46
," -77.0134)""",,,,46
," -76.9811)""",,,,46
," -77.2362)""",,,,46
," -77.2589)""",,,,46
," -77.0375)""",,,,46
," -77.0609)""",,,,46
," -77.1558)""",,,,46
," -77.0768)""",,,,46
," -77.1794)""",,,,46
," -77.083)""",,,,46
," -77.1176)""",,,,46
," -77.2721)""",,,,46
," -77.2525)""",,,,46
," -77.2641)""",,,,46
," -77.1197)""",,,,46
," -77.1553)""",,,,46
," -76.9926)""",,,,46
," -77.2583)""",,,,46
," -76.9728)""",,,,46
," -77.2761)""",,,,46
," -77.1023)""",,,,46
," -77.1795)""",,,,46
35A,3543,Crime Against Society,Drug/Narcotic Violations,DRUGS - SYNTHETIC NARCOTIC - (DESCRIBE OFFENSE),46
," -77.1451)""",,,,46
," -77.1574)""",,,,46
," -77.1286)""",,,,46
," -77.0685)""",,,,46
," -77.2194)""",,,,46
," -76.9419)""",,,,46
," -77.2439)""",,,,46
," -77.0566)""",,,,46
," -77.1058)""",,,,46
," -76.9683)""",,,,46
," -76.9673)""",,,,45
," -76.918)""",,,,45
," -77.0055)""",,,,45
250,2506,Crime Against Property,Counterfeiting/Forgery,FORGERY - POSSESS FORGED,45
," -77.1526)""",,,,45
," -77.0171)""",,,,45
90B,9054,Crime Against Society,Curfew/Loitering/Vagrancy Violations,LOITERING/VAGRANCY,45
," -77.0216)""",,,,45
," -77.1639)""",,,,45
," -76.9498)""",,,,45
," -77.2973)""",,,,45
," -77.289)""",,,,45
," -77.2111)""",,,,45
," -77.0742)""",,,,45
," -77.0383)""",,,,45
," -77.1759)""",,,,45
," -77.1346)""",,,,45
," -76.9577)""",,,,45
," -77.1531)""",,,,45
," -77.0178)""",,,,45
," -77.0801)""",,,,45
," -77.0544)""",,,,45
," -77.2557)""",,,,45
," -77.1252)""",,,,45
," -77.2882)""",,,,45
," -77.063)""",,,,45
," -77.4126)""",,,,45
," -77.1864)""",,,,45
," -77.067)""",,,,45
," -77.1308)""",,,,44
," -76.9708)""",,,,44
," -76.9994)""",,,,44
," -76.993)""",,,,44
," -77.2302)""",,,,44
," -77.2822)""",,,,44
," -76.9929)""",,,,44
," -77.2234)""",,,,44
," -76.9233)""",,,,44
," -77.2476)""",,,,44
," -76.9375)""",,,,44
," -76.9776)""",,,,44
," -77.1206)""",,,,44
," -77.1262)""",,,,44
," -76.9737)""",,,,44
," -77.2335)""",,,,44
," -77.2258)""",,,,44
," -77.2122)""",,,,44
," -77.1879)""",,,,44
," -77.0377)""",,,,44
," -77.2831)""",,,,44
," -77.1272)""",,,,44
," -77.1385)""",,,,44
," -77.2558)""",,,,44
," -77.2633)""",,,,44
," -77.0349)""",,,,44
," -76.9872)""",,,,44
11A,1102,Crime Against Person,Forcible Rape,RAPE WITH WEAPON,44
," -77.1614)""",,,,44
," -77.141)""",,,,44
," -77.1619)""",,,,44
," -77.1126)""",,,,44
," -76.937)""",,,,44
," -77.1449)""",,,,43
," -77.1749)""",,,,43
," -77.1857)""",,,,43
," -77.136)""",,,,43
," -77.1599)""",,,,43
," -77.0379)""",,,,43
," -77.0845)""",,,,43
," -77.4051)""",,,,43
," -77.1568)""",,,,43
," -77.2639)""",,,,43
," -77.2929)""",,,,43
," -77.0308)""",,,,43
," -76.9736)""",,,,43
35A,3502,Crime Against Society,Drug/Narcotic Violations,DRUGS - HALLUCINOGEN - DISTRIB,43
," -76.9688)""",,,,43
120,1210,Crime Against Property,Robbery,ROBBERY - FORCIBLE PURSE SNATCHING,43
," -77.1948)""",,,,43
," -77.066)""",,,,43
," -77.274)""",,,,43
," -77.0568)""",,,,43
," -77.0194)""",,,,43
," -77.0112)""",,,,43
," -77.2447)""",,,,43
," -77.2502)""",,,,43
," -77.2539)""",,,,42
," -77.0458)""",,,,42
," -77.2239)""",,,,42
," -77.2186)""",,,,42
," -76.9705)""",,,,42
," -77.0274)""",,,,42
," -77.155)""",,,,42
," -77.1064)""",,,,42
," -77.1408)""",,,,42
," -77.147)""",,,,42
," -77.1777)""",,,,42
," -77.2217)""",,,,42
," -77.1005)""",,,,42
," -77.1646)""",,,,42
," -77.2176)""",,,,42
," -77.2192)""",,,,42
," -77.1)""",,,,42
," -76.9695)""",,,,42
," -77.137)""",,,,42
," -77.2789)""",,,,42
," -77.0605)""",,,,42
," -77.2412)""",,,,42
," -77.0788)""",,,,41
," -76.9514)""",,,,41
," -77.2565)""",,,,41
," -77.2354)""",,,,41
," -77.1098)""",,,,41
," -77.1753)""",,,,41
," -77.1634)""",,,,41
," -77.1714)""",,,,41
," -76.9704)""",,,,41
," -76.9722)""",,,,41
," -76.9746)""",,,,41
," -77.0327)""",,,,41
," -77.2148)""",,,,41
," -77.264)""",,,,41
," -77.1428)""",,,,41
," -77.2376)""",,,,41
," -76.9343)""",,,,41
," -76.9547)""",,,,41
," -77.1391)""",,,,41
," -76.939)""",,,,41
," -77.0912)""",,,,41
," -77.0573)""",,,,41
," -77.1404)""",,,,41
," -77.1498)""",,,,41
," -77.0577)""",,,,41
," -77.2264)""",,,,41
," -77.1797)""",,,,41
," -77.1375)""",,,,41
," -77.003)""",,,,41
," -77.266)""",,,,40
," -76.9836)""",,,,40
," -77.0421)""",,,,40
," -77.0017)""",,,,40
," -77.0367)""",,,,40
," -77.1807)""",,,,40
," -77.2435)""",,,,40
," -77.0356)""",,,,40
," -77.0843)""",,,,40
," -76.9726)""",,,,40
," -77.2189)""",,,,40
," -77.1837)""",,,,40
," -77.2242)""",,,,40
," -76.9902)""",,,,40
," -77.1166)""",,,,40
," -76.9779)""",,,,40
," -76.9196)""",,,,40
," -76.9355)""",,,,40
," -77.0829)""",,,,40
," -77.1056)""",,,,40
," -77.1585)""",,,,40
," -77.2552)""",,,,40
," -77.2825)""",,,,40
," -77.1744)""",,,,40
," -77.2781)""",,,,39
," -77.1831)""",,,,39
," -77.1107)""",,,,39
," -77.0336)""",,,,39
," -77.1389)""",,,,39
," -77.1656)""",,,,39
," -77.1499)""",,,,39
," -77.2301)""",,,,39
," -77.216)""",,,,39
," -77.1502)""",,,,39
," -77.1787)""",,,,39
," -77.2775)""",,,,39
," -77.1566)""",,,,39
," -76.9964)""",,,,39
," -76.9963)""",,,,39
," -77.3038)""",,,,39
," -77.253)""",,,,39
," -76.9243)""",,,,39
," -77.1121)""",,,,39
," -77.0489)""",,,,39
," -76.9387)""",,,,39
," -77.0468)""",,,,39
," -76.9389)""",,,,39
," -76.9533)""",,,,39
," -77.2131)""",,,,39
," -77.043)""",,,,39
," -77.2245)""",,,,39
," -77.0522)""",,,,39
," -77.0996)""",,,,39
," -77.2171)""",,,,39
," -77.1353)""",,,,39
," -77.2749)""",,,,39
," -76.9323)""",,,,38
," -77.2424)""",,,,38
09A,0912,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE - WILLFUL KILL,38
," -76.9917)""",,,,38
," -77.1125)""",,,,38
," -77.2516)""",,,,38
," -77.2161)""",,,,38
," -77.4069)""",,,,38
," -77.0791)""",,,,38
," -77.1105)""",,,,38
," -77.3)""",,,,38
240,2401,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - THEFT AND SALE VEHICLE,38
," -76.9457)""",,,,38
," -76.9965)""",,,,38
," -77.0265)""",,,,38
," -76.948)""",,,,38
," -77.0775)""",,,,38
210,2104,Crime Against Property,Extortion/Blackmail,EXTORT - THREAT ACCUSE PERSON OF CRIME,38
," -77.1913)""",,,,38
," -77.2383)""",,,,38
," -77.1249)""",,,,38
," -77.2082)""",,,,38
," -77.1291)""",,,,38
," -77.0848)""",,,,38
," -77.2861)""",,,,38
," -77.196)""",,,,38
," -77.0877)""",,,,38
," -77.187)""",,,,38
," -77.1611)""",,,,38
," -77.1426)""",,,,38
," -76.9635)""",,,,38
," -77.1632)""",,,,38
," -77.2262)""",,,,38
," -77.1935)""",,,,38
," -77.0361)""",,,,38
," -76.9593)""",,,,38
," -77.0163)""",,,,38
," -77.1477)""",,,,38
," -77.0148)""",,,,38
," -76.9499)""",,,,38
," -77.2403)""",,,,38
," -77.0358)""",,,,38
," -77.1968)""",,,,38
," -77.16)""",,,,38
," -77.0185)""",,,,38
," -77.1905)""",,,,38
," -77.016)""",,,,38
," -77.194)""",,,,38
," -77.2966)""",,,,38
," -76.9428)""",,,,38
," -77.2064)""",,,,38
," -77.2501)""",,,,37
," -76.9391)""",,,,37
," -77.1649)""",,,,37
," -76.9484)""",,,,37
," -77.1351)""",,,,37
," -77.1036)""",,,,37
90Z,8100,Crime Against Society,All Other Offenses,ESCAPE FROM CUSTODY,37
," -77.2865)""",,,,37
," -77.0305)""",,,,37
," -77.1788)""",,,,37
," -77.1581)""",,,,37
," -77.1497)""",,,,37
," -77.2124)""",,,,37
," -76.971)""",,,,37
," -77.2222)""",,,,37
," -77.1665)""",,,,37
," -77.287)""",,,,37
," -77.2153)""",,,,37
," -77.232)""",,,,37
," -77.2459)""",,,,37
," -77.0706)""",,,,37
," -77.2451)""",,,,36
," -77.0083)""",,,,36
," -77.146)""",,,,36
13A,1317,Crime Against Person,Aggravated Assault,ATTEMPTED ASSAULT AGGRAVATED POL OFF KNIFE,36
," -77.0224)""",,,,36
," -77.4117)""",,,,36
," -77.169)""",,,,36
," -76.9474)""",,,,36
," -77.0368)""",,,,36
," -76.9307)""",,,,36
," -77.1693)""",,,,36
," -77.1562)""",,,,36
," -77.1843)""",,,,36
," -76.9326)""",,,,36
," -77.3015)""",,,,36
," -76.983)""",,,,36
," -76.9864)""",,,,36
," -77.1551)""",,,,36
," -77.0206)""",,,,36
," -77.2914)""",,,,36
," -77.224)""",,,,36
," -77.1513)""",,,,36
," -77.2827)""",,,,36
," -77.0186)""",,,,36
," -77.1892)""",,,,36
," -77.2114)""",,,,36
," -77.1484)""",,,,35
," -77.2751)""",,,,35
," -77.2957)""",,,,35
," -77.0608)""",,,,35
," -76.9371)""",,,,35
," -77.1312)""",,,,35
," -76.925)""",,,,35
," -76.9679)""",,,,35
," -77.0676)""",,,,35
," -77.0192)""",,,,35
," -77.1853)""",,,,35
," -77.1798)""",,,,35
," -77.2478)""",,,,35
," -77.1919)""",,,,35
," -76.9301)""",,,,35
," -77.2489)""",,,,35
," -77.0929)""",,,,35
," -77.2336)""",,,,35
," -77.1809)""",,,,35
," -77.1348)""",,,,35
," -77.2088)""",,,,35
," -77.0887)""",,,,35
," -77.2829)""",,,,35
," -77.2753)""",,,,35
," -77.0389)""",,,,35
," -77.0814)""",,,,35
," -77.086)""",,,,35
," -77.2704)""",,,,34
," -77.074)""",,,,34
," -77.2844)""",,,,34
," -77.0191)""",,,,34
35A,3573,Crime Against Society,Drug/Narcotic Violations,DRUGS - AMPHETAMINE (DESCRIBE OFFENSE),34
," -77.2216)""",,,,34
," -77.0864)""",,,,34
," -77.0099)""",,,,34
," -77.0153)""",,,,34
," -77.0342)""",,,,34
," -77.2486)""",,,,34
," -76.9903)""",,,,34
," -77.1336)""",,,,34
," -76.9931)""",,,,34
," -77.2828)""",,,,34
," -76.9546)""",,,,34
," -77.1694)""",,,,34
," -76.9662)""",,,,34
," -77.0122)""",,,,34
," -76.9519)""",,,,34
," -76.9492)""",,,,34
," -76.9734)""",,,,34
," -77.0372)""",,,,34
," -77.0735)""",,,,34
," -77.2955)""",,,,34
," -77.1255)""",,,,34
," -77.2692)""",,,,34
," -77.2716)""",,,,34
," -77.0286)""",,,,33
," -77.1456)""",,,,33
," -77.173)""",,,,33
," -77.0781)""",,,,33
," -77.0152)""",,,,33
," -76.9458)""",,,,33
," -77.2724)""",,,,33
," -77.2769)""",,,,33
," -76.9538)""",,,,33
," -77.0747)""",,,,33
," -76.9988)""",,,,33
," -77.2269)""",,,,33
," -77.198)""",,,,33
," -77.2897)""",,,,33
," -77.0)""",,,,33
," -76.9607)""",,,,33
," -77.2785)""",,,,33
," -76.9848)""",,,,33
," -77.2519)""",,,,33
," -76.9295)""",,,,33
," -77.0746)""",,,,33
," -77.1394)""",,,,33
," -77.1463)""",,,,33
," -77.1046)""",,,,33
," -77.2733)""",,,,33
," -77.2156)""",,,,33
," -77.0433)""",,,,33
," -77.1855)""",,,,33
," -77.0393)""",,,,33
," -76.9825)""",,,,33
," -76.9792)""",,,,33
," -77.2374)""",,,,33
," -77.2784)""",,,,33
," -77.1369)""",,,,33
," -77.2482)""",,,,33
," -77.2928)""",,,,33
," -76.9846)""",,,,33
," -77.2466)""",,,,33
," -77.013)""",,,,33
," -77.127)""",,,,33
," -77.2764)""",,,,32
," -77.0285)""",,,,32
," -76.9316)""",,,,32
," -77.2232)""",,,,32
," -77.0226)""",,,,32
," -77.1951)""",,,,32
," -77.1899)""",,,,32
," -76.9234)""",,,,32
," -77.2395)""",,,,32
," -77.0535)""",,,,32
," -76.986)""",,,,32
," -77.0446)""",,,,32
," -77.2873)""",,,,32
," -77.2591)""",,,,32
," -77.2405)""",,,,32
," -77.0604)""",,,,32
," -76.9784)""",,,,32
," -76.931)""",,,,32
," -77.1875)""",,,,32
," -77.0104)""",,,,32
," -77.261)""",,,,32
240,2403,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - THEFT AND USE VEHICLE OTHER CRIME,32
," -77.1335)""",,,,32
," -76.9778)""",,,,32
," -77.2859)""",,,,32
," -76.9412)""",,,,31
," -77.1268)""",,,,31
," -77.2419)""",,,,31
13A,1312,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - POL OFF-STRONG-ARM,31
," -76.924)""",,,,31
," -77.296)""",,,,31
," -77.2638)""",,,,31
," -77.2837)""",,,,31
," -77.2215)""",,,,31
," -77.2597)""",,,,31
," -76.9694)""",,,,31
," -77.2337)""",,,,31
," -77.1283)""",,,,31
," -77.2765)""",,,,31
," -77.1789)""",,,,31
," -77.0187)""",,,,31
," -76.9341)""",,,,31
," -77.2261)""",,,,31
," -77.265)""",,,,31
," -77.112)""",,,,31
," -77.1376)""",,,,31
200,2005,Crime Against Property,Arson,ARSON - BUSINESS,31
," -77.2251)""",,,,31
," -77.1401)""",,,,31
," -77.2625)""",,,,31
," -77.1221)""",,,,31
," -77.2289)""",,,,31
," -77.0574)""",,,,31
," -77.1817)""",,,,31
," -77.1453)""",,,,31
," -77.2621)""",,,,31
," -77.2268)""",,,,31
," -77.288)""",,,,30
35A,3563,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - PRODUCING,30
," -77.1238)""",,,,30
," -77.2808)""",,,,30
," -76.967)""",,,,30
," -77.2683)""",,,,30
," -77.1282)""",,,,30
," -77.0084)""",,,,30
," -77.0222)""",,,,30
," -76.9441)""",,,,30
," -77.0307)""",,,,30
," -77.145)""",,,,30
," -77.1326)""",,,,30
," -77.0648)""",,,,30
," -77.301)""",,,,30
," -77.0586)""",,,,30
," -77.1859)""",,,,30
," -77.1457)""",,,,30
," -77.2614)""",,,,30
," -77.0339)""",,,,30
," -77.2755)""",,,,30
," -76.943)""",,,,30
," -77.0394)""",,,,30
," -76.9325)""",,,,30
," -76.9867)""",,,,30
," -77.0935)""",,,,30
," -77.2824)""",,,,30
," -77.0481)""",,,,30
," -77.1393)""",,,,30
," -77.1192)""",,,,30
," -77.0378)""",,,,29
," -77.0631)""",,,,29
," -76.9936)""",,,,29
," -77.0335)""",,,,29
," -76.9682)""",,,,29
," -76.9696)""",,,,29
," -77.2879)""",,,,29
," -77.1723)""",,,,29
," -76.9478)""",,,,29
," -77.0612)""",,,,29
," -77.1878)""",,,,29
," -77.249)""",,,,29
," -77.1114)""",,,,29
," -77.2185)""",,,,29
," -77.2603)""",,,,29
," -77.0338)""",,,,29
," -77.2246)""",,,,29
," -77.2503)""",,,,29
," -77.1431)""",,,,29
," -77.1259)""",,,,29
," -77.1398)""",,,,29
," -77.0366)""",,,,29
," -77.1211)""",,,,29
," -77.2328)""",,,,29
," -77.1725)""",,,,29
," -77.2103)""",,,,29
," -77.0653)""",,,,28
35A,3581,Crime Against Society,Drug/Narcotic Violations,DRUGS - BARBITURATE - SELL,28
," -77.0316)""",,,,28
," -77.2059)""",,,,28
," -77.2961)""",,,,28
," -77.0585)""",,,,28
," -77.2248)""",,,,28
," -77.1371)""",,,,28
," -77.2343)""",,,,28
," -77.1281)""",,,,28
," -77.211)""",,,,28
," -77.1366)""",,,,28
," -76.9799)""",,,,28
," -77.0833)""",,,,28
," -76.9265)""",,,,28
," -76.9228)""",,,,28
," -77.2293)""",,,,28
," -77.2197)""",,,,28
," -77.2892)""",,,,28
," -77.3006)""",,,,28
," -77.2543)""",,,,28
," -77.2462)""",,,,28
," -77.1299)""",,,,28
," -77.2207)""",,,,28
," -77.1416)""",,,,28
," -77.2682)""",,,,28
," -77.0897)""",,,,28
," -77.1243)""",,,,28
," -77.2461)""",,,,28
," -76.9991)""",,,,28
," -76.9613)""",,,,28
," -77.0096)""",,,,28
," -77.26)""",,,,27
," -76.9565)""",,,,27
," -77.2286)""",,,,27
," -76.9731)""",,,,27
," -77.1094)""",,,,27
," -77.1538)""",,,,27
," -77.2446)""",,,,27
," -76.9608)""",,,,27
," -76.9187)""",,,,27
," -77.2703)""",,,,27
," -77.2938)""",,,,27
," -77.2146)""",,,,27
," -76.9548)""",,,,27
," -77.0831)""",,,,27
," -76.9865)""",,,,27
," -77.2812)""",,,,27
," -77.1726)""",,,,27
," -77.0812)""",,,,27
," -77.1224)""",,,,27
100,1099,Crime Against Person,Kidnapping/Abduction,KIDNAPPING (DESCRIBE OFFENSE),27
," -77.2227)""",,,,27
," -77.2069)""",,,,27
," -77.1437)""",,,,27
," -77.0037)""",,,,27
," -77.2356)""",,,,27
40B,4099,Crime Against Society,Assisting or Promoting Prostitution,COMM SEX OFF (DESCRIBE OFFENSE),27
90Z,4804,Crime Against Society,All Other Offenses,OBSTRUCT POLICE - EVIDENCE - DESTROYING,26
," -77.2274)""",,,,26
," -77.2442)""",,,,26
," -76.9674)""",,,,26
," -77.1022)""",,,,26
," -77.2987)""",,,,26
90Z,1020,Crime Against Society,All Other Offenses,FALSE IMPRISONMENT - MINOR - NONPARENTAL,26
220,2201,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - SAFE-VAULT,26
," -77.1267)""",,,,26
," -77.2718)""",,,,26
," -76.9653)""",,,,26
," -77.1821)""",,,,26
," -77.1677)""",,,,26
," -77.122)""",,,,26
," -76.9221)""",,,,26
," -76.9517)""",,,,26
," -76.9743)""",,,,26
," -77.2474)""",,,,26
," -77.2648)""",,,,26
," -77.2791)""",,,,26
," -77.2497)""",,,,26
," -77.2838)""",,,,26
," -77.0981)""",,,,26
," -76.9634)""",,,,26
," -77.1344)""",,,,26
," -77.2331)""",,,,26
," -76.9287)""",,,,26
," -77.1414)""",,,,26
," -77.2707)""",,,,26
," -77.2291)""",,,,26
," -77.1328)""",,,,26
," -77.1318)""",,,,26
," -77.2669)""",,,,26
," -77.0678)""",,,,25
," -77.2579)""",,,,25
," -77.0437)""",,,,25
," -76.9475)""",,,,25
," -77.4047)""",,,,25
," -77.1203)""",,,,25
," -77.2534)""",,,,25
," -77.1373)""",,,,25
," -77.1085)""",,,,25
," -76.974)""",,,,25
," -77.2365)""",,,,25
," -76.9206)""",,,,25
," -76.9382)""",,,,25
," -77.2549)""",,,,25
," -77.2195)""",,,,25
," -77.1392)""",,,,25
," -77.1131)""",,,,25
," -76.9868)""",,,,25
," -77.0827)""",,,,25
," -77.2359)""",,,,25
," -76.9523)""",,,,25
," -77.3148)""",,,,25
," -77.0384)""",,,,25
," -77.1679)""",,,,25
," -77.2578)""",,,,25
," -77.1461)""",,,,25
," -77.0999)""",,,,25
," -77.0416)""",,,,25
," -77.1671)""",,,,25
," -77.0091)""",,,,25
," -77.1352)""",,,,25
," -76.9658)""",,,,25
," -77.1313)""",,,,25
," -76.9329)""",,,,25
," -77.1316)""",,,,25
," -77.2867)""",,,,25
," -77.207)""",,,,24
," -77.1784)""",,,,24
," -77.2445)""",,,,24
," -77.2937)""",,,,24
," -77.0541)""",,,,24
," -76.9528)""",,,,24
," -77.2276)""",,,,24
," -77.142)""",,,,24
," -76.9616)""",,,,24
," -77.1916)""",,,,24
," -77.2211)""",,,,24
," -76.9471)""",,,,24
," -77.2967)""",,,,24
," -77.2031)""",,,,24
," -76.9505)""",,,,24
," -76.9664)""",,,,24
," -77.0041)""",,,,24
," -77.2338)""",,,,24
," -77.1442)""",,,,24
," -77.2895)""",,,,24
," -77.0854)""",,,,24
," -77.1586)""",,,,24
," -77.2874)""",,,,24
," -77.2546)""",,,,24
," -77.1337)""",,,,23
," -77.2624)""",,,,23
," -77.2662)""",,,,23
," -76.9264)""",,,,23
," -77.2538)""",,,,23
," -76.9852)""",,,,23
," -77.2188)""",,,,23
," -77.2743)""",,,,23
," -76.9659)""",,,,23
90Z,9111,Crime Against Society,All Other Offenses,SOLICITATION - ADULT FOR SEXUAL ACTS,23
," -77.2815)""",,,,23
," -77.0673)""",,,,23
," -76.9793)""",,,,23
," -76.9365)""",,,,23
," -77.1032)""",,,,23
," -77.2878)""",,,,23
," -76.9643)""",,,,23
," -77.3951)""",,,,23
," -77.2465)""",,,,23
," -76.996)""",,,,23
," -77.2666)""",,,,23
," -77.2774)""",,,,23
," -76.9715)""",,,,23
11A,1101,Crime Against Person,Forcible Rape,RAPE - GUN,23
," -77.2922)""",,,,23
," -77.2605)""",,,,23
," -77.0556)""",,,,23
," -77.1395)""",,,,23
," -76.9559)""",,,,23
," -76.9791)""",,,,23
," -77.0235)""",,,,23
," -77.2547)""",,,,23
," -76.9262)""",,,,23
," -77.167)""",,,,23
," -76.976)""",,,,23
," -77.0263)""",,,,23
," -77.2204)""",,,,23
," -77.2178)""",,,,23
," -77.2351)""",,,,23
," -76.9191)""",,,,22
," -77.1661)""",,,,22
," -77.2972)""",,,,22
," -77.3975)""",,,,22
," -77.2147)""",,,,22
," -77.2768)""",,,,22
," -76.9481)""",,,,22
," -77.1427)""",,,,22
," -77.0417)""",,,,22
," -77.1969)""",,,,22
," -77.1334)""",,,,22
," -76.9459)""",,,,22
," -77.0271)""",,,,22
," -77.1244)""",,,,22
," -76.9364)""",,,,22
," -76.977)""",,,,22
," -77.032)""",,,,22
," -77.0376)""",,,,22
," -77.2267)""",,,,22
," -77.1793)""",,,,22
," -76.9586)""",,,,22
," -77.1633)""",,,,22
," -77.2684)""",,,,22
," -76.9092)""",,,,22
," -76.9537)""",,,,22
," -77.4039)""",,,,22
," -77.1412)""",,,,22
," -77.0619)""",,,,22
," -77.2811)""",,,,22
," -77.1734)""",,,,22
," -77.1659)""",,,,22
," -77.2532)""",,,,22
," -76.9493)""",,,,22
," -77.1059)""",,,,22
520,5211,Crime Against Society,Weapon Law Violations,WEAPON - EXPLOSIVES - POSSESSING,22
," -77.2295)""",,,,21
," -77.2279)""",,,,21
," -76.9357)""",,,,21
," -77.1992)""",,,,21
," -77.1202)""",,,,21
," -77.1452)""",,,,21
," -77.1417)""",,,,21
," -77.1962)""",,,,21
," -77.2948)""",,,,21
," -76.9356)""",,,,21
," -76.9397)""",,,,21
," -77.0357)""",,,,21
100,1005,Crime Against Person,Kidnapping/Abduction,KIDNAP MINOR,21
," -77.2467)""",,,,21
," -77.29)""",,,,21
," -77.3007)""",,,,21
," -76.9315)""",,,,21
," -77.1432)""",,,,21
," -77.0351)""",,,,21
," -76.9647)""",,,,21
," -77.0355)""",,,,21
," -77.1397)""",,,,21
," -77.2223)""",,,,21
," -77.2595)""",,,,21
," -77.2206)""",,,,21
290,2905,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE-WITH EXPLOSIVE,21
," -77.0776)""",,,,21
," -76.9403)""",,,,21
," -77.2883)""",,,,21
90Z,5599,Crime Against Society,All Other Offenses,HEALTH - SAFETY (DESCRIBE OFFENSE),21
," -77.03)""",,,,21
," -76.9433)""",,,,21
," -77.4122)""",,,,21
," -76.9406)""",,,,20
," -77.2533)""",,,,20
," -77.2299)""",,,,20
," -77.034)""",,,,20
," -76.9816)""",,,,20
," -76.9515)""",,,,20
," -77.2887)""",,,,20
," -76.9703)""",,,,20
," -76.9466)""",,,,20
," -76.93)""",,,,20
," -76.9854)""",,,,20
," -76.9855)""",,,,20
," -76.9534)""",,,,20
," -76.9207)""",,,,20
," -76.9749)""",,,,20
," -77.2257)""",,,,20
13C,5216,Crime Against Person,Intimidation,WEAPON - THREAT TO BURN,20
," -77.2915)""",,,,20
," -77.3063)""",,,,20
," -77.2834)""",,,,20
," -77.2173)""",,,,20
," -77.1231)""",,,,20
," -76.9336)""",,,,20
," -77.0303)""",,,,20
," -76.9783)""",,,,20
," -77.2556)""",,,,20
," -77.2841)""",,,,20
," -76.9612)""",,,,20
," -77.1465)""",,,,20
," -77.2584)""",,,,20
," -76.923)""",,,,20
," -76.9276)""",,,,20
," -77.2936)""",,,,20
90Z,9022,Crime Against Society,All Other Offenses,JUVENILE - OUT OF CONTROL,20
," -77.0679)""",,,,20
," -77.2212)""",,,,20
," -77.0399)""",,,,20
," -77.2305)""",,,,20
," -77.2566)""",,,,20
," -77.2233)""",,,,19
," -77.411)""",,,,19
," -76.9435)""",,,,19
," -76.9303)""",,,,19
," -77.0424)""",,,,19
," -77.3032)""",,,,19
," -77.2876)""",,,,19
," -76.9686)""",,,,19
," -77.2515)""",,,,19
," -77.2415)""",,,,19
," -76.9381)""",,,,19
," -77.0068)""",,,,19
," -76.978)""",,,,19
," -76.9334)""",,,,19
," -77.2983)""",,,,19
," -77.1242)""",,,,19
," -77.2588)""",,,,19
," -77.2804)""",,,,19
," -77.1315)""",,,,19
," -77.1763)""",,,,19
," -77.1808)""",,,,19
," -77.1842)""",,,,19
," -77.2657)""",,,,19
," -77.1848)""",,,,19
," -77.1758)""",,,,19
," -77.1806)""",,,,19
," -76.9712)""",,,,19
," -77.2389)""",,,,19
," -76.9313)""",,,,19
," -76.9752)""",,,,19
," -77.1838)""",,,,19
," -77.2498)""",,,,19
13A,1310,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - POL OFF-GUN,19
," -76.9763)""",,,,19
," -77.2907)""",,,,18
